name,brand,category,barcode,vegNonVeg,available_quantities,ingredients,allergens,side_effects,harm_level,image_url
Society tea,society,beverages-and-beverages-preparations,8901095004015,,"[""250 GM""]","[""Tea""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/109/500/4015/front_en.9.400.jpg
Daily Good Bread,daily-good,plant-based-foods-and-beverages,8909177022865,,"[""400 g""]","[""Whole Wheat Flour (Atta) (80%)"", ""Sour Dough"", ""Yeast"", ""Vinegar"", ""Edible Vegetable Oil (Sunflower Oil)"", ""Sugar"", ""Iodized Salt"", ""Gluten"", ""Preservative (INS 282"", ""INS 200)"", ""Improver {Antioxidant (INS 300)"", ""Anticaking Agent (INS 170(i)"", ""Flour Treatment Agent (INS 1100(i))).""]","[""gluten""]",[],,
Atom Creatine Monohydrate,atom,dietary-supplements,8904221695873,,"[""100 g""]","[""Creatine Monohydrate (Micronized)"", ""Acidity Regulator 330"", ""Sucralose""]","[""-""]",[],,
Jaggery Powder,dr-brand,sweeteners,8908012731054,,"[""500 g""]","[""Jaggery Powder (Concentrated Sugarcane Juice)""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/801/273/1054/front_en.3.400.jpg
MIXED FRUIT Jam,mala-s,food,8901689010019,,"[""500g""]","[""Sugar"", ""Mix fruit Pulp (45%) (Apple"", ""Banana"", ""Orange"", ""Papaya"", ""Chikku"", ""Strawberry)"", ""Thickener (INS 440)"", ""Acidity Regulator (INS 330 & INS 331(i)). CONTAINS PERMITTED NATURAL"", ""NATURE IDENTICAL & ARTIFICIAL FLAVOURING SUBSTANCES (PINEAPPLE"", ""RASPBERRY"", ""BLACKCURRANT). CONTAINS PERMITTED NATURAL FOOD COLOUR (INS 150(d)) & SYNTHETIC FOOD COLOUR (INS 122). CONTAINS PERMITTED CLASS II PRESERVATIVE (INS 202"", ""INS 211)""]","[""apple"", ""banana"", ""orange""]",[],,
Fortune Refined Sunflower Oil,fortune,plant-based-foods-and-beverages,8906007280280,,"[""5L (4.550 Kg)""]","[""Refined Sunflower Oil"", ""Permitted Antioxidant-TBHQ (E-319)"", ""Vitamin A and Vitamin D. Saturated Fat #NM MAX. RETAIL PRICE : INCLUSIVE OF OOOO 0% 13.65 20.37% 2.32 10.55% 0.14 7.00% 0% Explore fortune 19 ad wil For a healthy g Markete Corporal Near Na Ahmeda For manu License No the bracke FOR ANY CUSTOME TOLL-FREE FREE FR USE BY D DRY PLAC 620.00 (USPF 124.0""]","[""-""]",[],,
Desi kitchen Kodo millet,desi-kitchen,plant-based-foods-and-beverages,8902901027839,,"[""500g""]","[""Kodo Millet""]","[""-""]",[],,
Madras Mix,udupi-munch,snacks,8904071704596,,"[""40 g""]","[""Gram Flour (50%)"", ""Edible Vegetable Oil (Palmolein)"", ""Rice Flour (6%)"", ""Gram Dal (6%)"", ""Peanuts (6%) Rice Flour (5%)"", ""Mixed Spice (Red Chilli Powder"", ""Salt"", ""Turmeric Powder"", ""Curry Leaves"", ""Asafoetida).""]","[""peanuts""]",[],,https://images.openfoodfacts.org/images/products/890/407/170/4596/front_en.3.400.jpg
Ensure plus,abbott,food,4904443911526,,"[""1 kg""]","[""SUCROSE"", ""EDIBLE VEGETABLE OILS (HIGH OLEIC SUNFLOWER OIL"", ""SOY OIL"", ""COCONUT OIL)"", ""WHEY PROTEIN CONCENTRATE"", ""SOY PROTEIN ISOLATE"", ""FRUCTO-OLIGOSACCHARIDE (FOS) (4.2%)"", ""(NATURAL"", ""NATURE IDENTICAL AND ARTIFICIAL FLAVORING SUBSTANCES - VANILLA)"", ""VITAMINS TOCOPHEROLS).""]","[""milk"", ""soybeans""]",[],,
DoodhShakti Ghee,nutralite,dairies,8901542002090,,"[""1L""]","[""Milk Fat""]","[""milk""]",[],,
Marie biscut,patanjali,snacks,8906032019787,,"[""250g""]","[""Wheat flour (Atta 65.5%)"", ""Sugar"", ""Refined vegetable oil (Palm oil)"", ""Malt extract"", ""Raising agent (INS 500 (ii)"", ""INS 503(1))"", ""Barley flour"", ""Invert syrup"", ""Liquid glucose"", ""Milk solids"", ""Honey"", ""iodized salt"", ""Clarified butter"", ""Dough conditioner (INS 223). Antioxidant (INS 319)"", ""Emulsifier [INS 322(i)]"", ""Flavours-Nature identical flavouring substances (Milk & Vanilla). CONTAINS _WHEAT_"", ""_MILK_"", ""_SOY_"", ""_BARLEY_"", ""_SULPHITE_""]","[""gluten"", ""milk"", ""soybeans"", ""sulphur dioxide and sulphites""]",[],,https://images.openfoodfacts.org/images/products/890/603/201/9787/front_en.3.400.jpg
Women's Plus,horlicks-unilever,plant-based-foods-and-beverages,8901030949630,,"[""200 g""]","[""Cereal Extract (46%) [Barley"", ""Wheat"", ""Malted Barley"", ""Wheat Malt]"", ""Milk Solids (37%)"", ""Maltodextrin"", ""Minerals"", ""Edible lodized Salt"", ""Nature Identical Flavouring Substances"", ""Vitamins"", ""Non-Caloric Sweetener (INS 950). Allergen Information: Contains Wheat"", ""Barley & Milk. May Contain Traces of Soy.""]","[""gluten""]",[],,
Protein+ Soy Beverage,so-good,plant-based-foods-and-beverages,0841541000032,,"[""1L""]","[""Water"", ""Soybeans-18%"", ""Soy Protein-1.8%"", ""Minerals"", ""Edible Common Salt"", ""Stabilizer (INS 407)"", ""Nature Identical"", ""Flavoring (Vanilla)"", ""Vitamins"", ""Acidity Regulator (INS 500(ii))""]","[""soybeans""]",[],,
Gold Atta,pillsbury,plant-based-foods-and-beverages,8904150503898,,"[""400 g""]","[""Whole Wheat""]","[""gluten""]",[],,
Alu Bhujia,a2b,deep-fried-snacks,8907003500082,,"[""20 g""]","[""Potato flakes (71%)"", ""moth dal flour"", ""Gram dal flour"", ""Corn flour"", ""Refined palm superolein oil"", ""Mixed spices"", ""lodised salt.""]","[""-""]",[],,
Cashew nuts,r-u-nutz,plant-based-foods-and-beverages,8906142772763,,"[""250 g""]","[""Cashew nuts""]","[""nuts""]",[],,
Desi popz,go-desi,imli,8906108890173,,"[""80""]","[""Jaggery"", ""Tamarind"", ""Edible Salt"", ""Cumin Powder Curry Leaves Powder"", ""Chilli Powder Refined OPZ OPZ lower Oil"", ""Acacia Gum (INS 414).""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/610/889/0173/front_en.3.400.jpg
Almond Coconut Breakfast Protein Bar,yoga-bar,snacks,8908005144335,,"[""50g""]","[""Whole Grains 20% (Rolled Oats 10%"", ""Brown Rice"", ""Foxtail millet 5%"", ""Quinoa 4%)"", ""Seeds 14% (Sunflower"", ""Sesame"", ""Flax"", ""Watermelon"", ""Pumpkin"", ""Chia)"", ""Honey"", ""Prebiotic fibre (Fructo-oligosaccharide). Nuts (Almonds 10%"", ""Peanuts)"", ""Soy crisps"", ""Rice crisps"", ""Dried Coconut 5%"", ""Dried Cranberry"", ""Apple fibre"", ""Ginger"", ""Gum Acacia"", ""Himalayan pink salt. CONTAINS ADDED NATURAL FLAVOUR (Rosemary extract)""]","[""nuts"", ""peanuts"", ""sesame seeds""]",[],,
Eggs,suguna,farming-products,8906027149116,,"[""30""]","[""Eggs""]","[""eggs""]",[],,
Energy Drink 250ml,hurricane,beverages-and-beverages-preparations,8902246015942,,"[""3""]","[""WATER"", ""SUGAR"", ""CARBON DIOXIDE"", ""ACIDULANT  (CITRIC ACID)"", ""TAURINE (595mg)"", ""CONTAINS NATURAL AND NATURE IDENTICAL FLAVOURS"", ""ACIDITY REGULATOR (INS 331 (iii))"", ""CONTAINS COLOUR (CARAMEL INS 150A)"", ""PERMITTED CLASS II PRESERVATIVE (INS 202)"", ""CAFFEINE (57.5mg)"", ""ANTIOXIDANT (INS 300)"", ""INOSITOL (30mg)"", ""VITAMIN B3 (7mg)"", ""VITAMIN B5 (4.2mg)"", ""VITAMIN B6 (0.95mg)"", ""VITAMIN B12 (0.5µg)""]","[""-""]",[],,
Britannia toastea,britannia,plant-based-foods-and-beverages,8901063325463,,"[""400 g""]","[""REFINED WHEAT FLOUR (MAIDA) (71%)"", ""SUGAR"", ""REFINED PALM AND PALMOLEIN OIL"", ""SEMOLINA (SUJ!) (1.8%)"", ""YEAST"", ""VITAL GLUTEN"", ""COLOUR (150a)"", ""INVERT SUGAR SYRUP"", ""IODISED SALT"", ""EMULSIFIERS (472e"", ""471)"", ""SPICE (0.3%) (GREEN CARDAMOM SEEDS)"", ""BREAD IMPROVER (STARCH"", ""SOYA FLOUR"", ""IMPROVERS [1100(1)"", ""1104"", ""1102])"", ""WHEAT FIBRE"", ""NATURE IDENTICAL & ARTIFICIAL (MILK) FLAVOURING SUBSTANCES AND ANTIOXIDANT (300). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT GLUTEN AND SOYA.""]","[""gluten"", ""milk"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/890/106/332/5463/front_en.3.400.jpg
Similac Plus,abbott,baby-foods,8886451008619,,"[""400 g""]","[""Lactose"", ""nonfat dry milk"", ""edible vegetable oils (coconut oil"", ""high oleic sunflower oil"", ""medium chain triglycerides oil"", ""low erucic rapeseed oil"", ""soy oil)"", ""corn syrup solids"", ""whey protein concentrate"", ""fructo-oligosaccharides (FOS) (1.6%)"", ""MINERALS"", ""arachidonic acid (AA) from M. alpina oil"", ""emulsifier (soy lecithin)"", ""2'-fucosyllactose (2¹-FL) (human milk oligosaccharide) (0.17%)"", ""choline bitartrate"", ""docosahexaenoic acid (DHA) from Schizochytrium oil"", ""VITAMINS"", ""nucleotides"", ""taurine"", ""antioxidant (mixed tocopherols)"", ""lutein.""]","[""milk"", ""soybeans""]",[],,
Gold Standard 100% Whey Extreme Milk Chocolate Flavour,optimum-nutrition,dairies,0748927060041,,"[""907 g""]","[""Protein Blend (90%) (Whey Protein Isolate"", ""Whey Protein Concentrate"", ""Hydrolysed Whey Protein) (Emulsifier: INS 3221)"", ""Cocoa Powder (Processed With Alkali)"", ""Artificial Flavours (Vanilla"", ""Chocolate)"", ""Creamer (Edible Vegetable Oil (Sunflower Oil)"", ""Maltodextrin"", ""Sodium Caseinate"", ""Mono And Diglycerides"", ""Tocopherols"", ""Tricalcium Phosphate)"", ""Sodium Chloride"", ""Sweeteners (INS 950"", ""INS 955). ALLERGENS: Contains MILK and SOY.""]","[""milk"", ""soybeans""]",[],,
Instant Rolled Oats,sundrop-heart,plant-based-foods-and-beverages,8901512927804,,"[""1 kg""]","[""Oats""]","[""gluten""]",[],,https://images.openfoodfacts.org/images/products/890/151/292/7804/front_en.5.400.jpg
Mini Mogra Rice,unity,plant-based-foods-and-beverages,0690225106948,,"[""10 kg""]","[""Rice""]","[""-""]",[],,
Vermicilli,gits,plant-based-foods-and-beverages,8901155910126,,"[""85 g""]","[""Wheat Semolina""]","[""gluten""]",[],,
Red Label,brooke-bond,beverages-and-beverages-preparations,8901030876998,,"[""500 gm""]","[""Tea""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/103/087/6998/front_en.3.400.jpg
Emperor dates,emperor,plant-based-foods-and-beverages,8908002506044,,"[""500g""]","[""Dates""]","[""-""]",[],,
Yippee! noodles mood masala,sunfeast,plant-based-foods-and-beverages,8901725119195,,"[""70 g""]","[""Instant Noodles: Refined Wheat Flour (Maida)"", ""Refined Palm Oil"", ""lodized Salt"", ""Wheat Gluten"", ""Thickeners (INS 508"", ""INS 412)"", ""Stabilizers [INS 170(i)"", ""INS 339(1)"", ""INS 450 (iii) and INS 452(1)] and Acidity Regulators [INS 501(i)"", ""INS 500(i) and INS 330]. Seasoning: Main Masala Mix: Spices and Condiments (22.3%) [Garlic"", ""Red Chilli (3.1%)"", ""Coriander (2.1%)"", ""Aniseed"", ""Ginger"", ""Cumin"", ""Black Pepper"", ""Cassia"", ""Cardamom"", ""Nutmeg and Clove]"", ""Onion Powder"", ""Instant Noodle Powder {Refined Wheat Flour (Maida)"", ""Refined Palm Oil"", ""lodized Salt and Wheat Gluten)"", ""lodized Salt"", ""Sugar"", ""Hydrolyzed Vegetable Protein"", ""Maltodextrín"", ""Fat powder"", ""Flavour Enhancers (INS 627"", ""INS 631)"", ""Starch"", ""Yeast Extract"", ""Natural Flavours and Natural Flavouring Substances"", ""Nature Identical Flavouring Substances"", ""Dairy Whitener (Milk Solids"", ""Sugar)"", ""Anticaking Agent (INS 551)"", ""Acidity Regulator (INS 330) and Refined Sunflower Oil. Mood Masala Mix: Spices and Condiments (25.4%) [Garlic"", ""Red Chilli (3.8%)"", ""Ginger"", ""Coriander (2.0%)"", ""Black Pepper"", ""Aniseed"", ""Cumin"", ""Cassia and Cardamom]"", ""Onion Powder"", ""Sugar"", ""Instant Noodle Powder (Refined Wheat Flour (Maida)"", ""Refined Palm Oil"", ""lodized Salt and Wheat Gluten)"", ""lodized Salt"", ""Dairy Whitener (Milk Solids"", ""Sugar)"", ""Hydrolyzed Vegetable Protein"", ""Starch"", ""Fat Powder"", ""Maltodextrin"", ""Flavour Enhancers (INS 627"", ""INS 631)"", ""Nature Identical Flavouring Substances"", ""Yeast Extract"", ""Anticaking Agent (INS 551)"", ""Natural Flavours and Natural Flavouring Substances and Acidity Regulator (INS 330). Contains Wheat"", ""Soy"", ""Milk"", ""Nut.""]","[""gluten"", ""milk"", ""nuts"", ""soybeans""]",[],,
Cup Noodles Spiced Chicken,nissin,plant-based-foods-and-beverages,8901014004942,,"[""55 g""]","[""Refined Wheat Flour (Maida)"", ""Edible Vegetable Oil (Palm Oil)"", ""Dehydrated Pieces 3.80% (Chicken"", ""Carrot"", ""French Beans"", ""Cabbage & Curry Leaves)"", ""Iodised Salt"", ""Hydrolysed Vegetable Protein Powder (Soya)"", ""Mixed Spices 1.49% (Red Chilli"", ""Turmeric"", ""Coriander"", ""Black Pepper"", ""Cumin"", ""Fenugreek"", ""Ginger"", ""Clove"", ""Nutmeg & Green Cardamom)"", ""Onion Powder"", ""Sugar"", ""Corn Starch"", ""Maltodextrin"", ""Yeast Extract Powder"", ""Flavour Enhancers (INS 631"", ""INS 627 & INS 620)"", ""Milk Solids"", ""Acidity Regulators [INS 500(i)"", ""INS 451(i) & INS 330]"", ""Nature Identical Flavour"", ""Edible Vegetable Oil (Coconut Oil)"", ""Thickener (INS 415) & Antioxidant (INS 319). ALLERGEN INFORMATION: CONTAINS WHEAT"", ""SOY & MILK.""]","[""chicken"", ""gluten"", ""milk"", ""soybeans""]",[],,
Namaskaram Bhavnagri Ghatiya,namaskaram,snacks,8904272906157,,"[""150 g""]","[""Gram Flour (59%)"", ""Refine Palmolein Oil (40%)"", ""Asafoetida"", ""Carom Seeds"", ""Alkaline Salt (Papad Khar)"", ""Sodium Bicarbonate & Salt.""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/427/290/6157/front_en.3.400.jpg
Smoodh Chaas,parle-agro,dairies,8902579003456,,"[""180ml""]","[""WATER"", ""DOUBLE TONED MILK DAHI (40%) (MILK SOLIDS"", ""STARTER CULTURE)"", ""IODISED SALT"", ""STABILIZER (INS 466)"", ""NATURE IDENTICAL FLAVOURING SUBSTANCES (MASALA) AND ACIDITY REGULATOR (INS 330).""]","[""milk""]",[],,
RAS KIK MANGO,campa-cola,beverages-and-beverages-preparations,8904132973084,,"[""150 ml""]","[""WATER"", ""SUGAR"", ""MANGO CONCENTRATE (5.2%)"", ""ACIDITY REGULATORS (330"", ""331"", ""STABILIZER (415)"", ""PRESERVATIVE (211) (1"", ""150d)"", ""NATURE IDENTICAL FLAVOURING SUBSTANCES MANGO JUICE CONTENT IS 10.4% IN FINAL""]","[""-""]",[],,
Dr Oetker Funfoods Peanut Butter Creamy,Dr. Oetker,plant-based-foods-and-beverages,8906002006076,,"[""125g""]","[""Roasted  Peanuts (91%)"", ""Sugar"", ""Edible Vegetable Fat(Soyabean)"", ""Iodised Salt""]","[""nuts"", ""peanuts""]",[],,https://images.openfoodfacts.org/images/products/890/600/200/6076/front_en.3.400.jpg
Pasteurised Full Cream Milk,aavin,dairies,8904011301601,,"[""500 ml""]","[""Milk & Milk Solids""]","[""milk""]",[],,
Swing Juicier Drink,paper-boat,beverages-and-beverages-preparations,8906080601774,,"[""125ml""]","[""WATER"", ""SUGAR"", ""MANGO PULP CONCENTRATE (6.5%)*"", ""ACIDITY REGULATOR (CITRIC ACID)"", ""FLAVOURS (NATURE-IDENTICAL AND NATURAL FLAVOURING SUBSTANCES)"", ""STABILIZER (PECTIN)"", ""ANTIOXIDANT (ASCORBIC ACID) AND VITAMIN D2. *RECONSTITUTED 13% MANGO PULP CONTENT.""]","[""-""]",[],,
Pasteurised Unsalted Cooking Butter,nilgiris,dairies,8901018028531,,"[""500 g""]","[""_Milk_ Fat""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/101/802/8531/front_en.3.400.jpg
Protein Granola,true-elements,plant-based-foods-and-beverages,8906112665354,,"[""900g""]","[""Seeds (62.9% - Watermelon"", ""Sunflower"", ""Flax"", ""Chia"", ""Sesame)"", ""Jaggery (13.4%)"", ""Nuts (10.3% - Almonds"", ""Desiccated Coconut)"", ""Oat flour (7.2%)"", ""Raw Honey (6.2%).""]","[""nuts"", ""sesame seeds""]",[],,
Sprite Lemon drink 300ml can,sprite,beverages-and-beverages-preparations,8901764031250,,"[""300ml""]","[""Carbonated Water"", ""Sugar"", ""Acidity Regulators (330"", ""331(iii))"", ""Preservative (211)"", ""Sweetener(960)"", ""Flavours (Natural Flavouring Substances)""]","[""-""]",[],,
Dev peanut ball 125 g,dev,plant-based-foods-and-beverages,8908000385238,,"[""125g""]","[""Peanut"", ""Jaggery"", ""Cardamom Powder"", ""Liquid Glucose.""]","[""peanuts""]",[],,
Hallmark Byadgi Chilli Stemless,hallmark,plant-based-foods-and-beverages,8906044920231,,"[""100 g""]","[""Chilli""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/604/492/0231/front_en.3.400.jpg
Good Life Whole Wheat Atta with Multigrains,good-life,plant-based-foods-and-beverages,8902901029871,,"[""1kg""]","[""Sharbati Wheat (90%)"", ""Multigrains (Defatted Soya 5%"", ""Maize 2%"", ""Chana 1%"", ""Ragi 1%"", ""Jowar1%).""]","[""-""]",[],,
Sharp Jalapeno and Cream Cheese,kettle-studio,plant-based-foods-and-beverages,8906066701030,,"[""113 g""]","[""Fresh Potatoes"", ""Vegetable Oils (Sunflower Oil"", ""Palmolein Oil"", ""Cotton Seed Oil)"", ""Sugar"", ""lodized Salt"", ""Rice Powder"", ""Milk Solids (Skimmed Milk"", ""Sucrose)"", ""Spices & Condiments"", ""Corn Starch"", ""Ghee"", ""Anticaking Agent (E551)"", ""Dehydrated Herbs"", ""Acidity Regulator (E270)"", ""Maltodextrin"", ""Cheese"", ""Flavour Enhancers (E627"", ""E631)"", ""Antioxidants (E300"", ""E319).\n\nCONTAINS ADDED NATURAL (CHEESE) AND NATURE IDENTICAL FLAVOURING (JALAPENO) SUBSTANCES.\n\nAlergen Advisory: Contains Milk Solids. Produced in factory which dies Peanuts"", ""Soya"", ""Wheat"", ""Sesame & other Nuts on separate machines""]","[""gluten"", ""milk"", ""sesame seeds"", ""soybeans""]",[],,
Buttermilk,nandini,dairies,8906036670632,,"[""200ml""]","[""Milk Solids. Pasteurised was fodised Satt Spices & Condiments Allergen Advice: contains Milk""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/603/667/0632/front_en.16.400.jpg
winkies love bite choco heart cake filled with french vanilla cream,winkies,snacks,8906005610386,,"[""45g""]","[""CAKE (82%): REFINED WHEAT FLOUR (MAIDA)"", ""SUGAR"", ""PALMOLINE OIL"", ""WATER"", ""VANILLA CONCENTRATE (MILK SOLID"", ""REFINED WHEAT FLOUR(MAIDA)"", ""STARCH"", ""DEXTROSE"", ""LEAVENING AGENTS INS 90ii"", ""INS 450ii"", ""INS 341 (i))"", ""STABILIZER (INS 415)"", ""HUMECTANTS (INS 420"", ""INS 422)"", ""LIQUID GLUCOSE. COCO SOLIDS"", ""CAKE GEL (INS 470a"", ""INS 471"", ""INS 475"", ""INS 422"", ""INS 420"", ""INS 525)"", ""NATURAL & NATURE DENTICAL FLAVOUR(CHOCOLATE & VANILLA)"", ""PRESERVATIVES (INS 282"", ""INS 200)"", ""STABILIZER (INS 412)"", ""MILK CHOCOLATE COMPOUND"", ""ACIDITY REGULATOR (INS 260"", ""INS 262)"", ""EDIBLE COMMON SALT"", ""RAISING AGENT(INS 500(ii))"", ""ANTIOXIDENT-MIX( INS 1520"", ""INS 319). FILLING (18%): (LIQUID GLUCOSE"", ""SUGAR"", ""WATER"", ""EDIBLE VEGETABLE OIL (PALM OIL)"", ""BAKERY SHORTENING"", ""MILK SOLID"", ""THICKENER (INS 440"", ""INS 1402)"", ""PERMITTED FOOD COLOUR (INS 171)"", ""PRESERVATIVE (INS 202)"", ""EDIBLE COMMON SALT"", ""ACIDITY REGULATOR (INS 330)"", ""FLAVOUR (NATURE IDENTICAL & ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA))"", ""FILLING-( SUGAR"", ""WATER"", ""GLUCOSE SYRUP"", ""HUMACTANT (INS 422)"", ""EMULSIFIER (INS 460)"", ""THICKENER (INS 1442)"", ""EDIBLE COMMON SALT"", ""PERMITTED ARTIFICIAL FLAVOUR (VANILLA) & FOOD COLOUR(INS 171"", ""INS 102)"", ""PRESERVATIVE (INS 202)"", ""ACIDITY REGULETOR (INS 330).""]","[""gluten""]",[],,
Tempayy Crumbles,hello-tempayy,plant-based-foods-and-beverages,8908016501363,,"[""75g""]","[""Non-GMO Soybeans"", ""Water"", ""Red Chilli Paste"", ""Vinegar"", ""Sunflower Oil"", ""Chilli Powder"", ""Sugar"", ""Iodized Salt"", ""Lime Juice"", ""Spices and Condiments"", ""Hydrolysed Vegetable Protein"", ""Rice Flour"", ""Rhizopus (Culture)"", ""Iron"", ""Vitamin B12.""]","[""soybeans""]",[],,
Nu Nectar,nu-nectar,nutrition-drink,2000000147560,,"[""500g""]","[""‎Cereal extract (65% super grains - wheat"", ""barley & pearl millet)"", ""Jaggery"", ""Milk solids"", ""Cocoa"", ""Wheat gluten"", ""Vitamins"", ""Minerals"", ""Inositol"", ""Natural and nature identical flavouring substances (Chocolate and Vanilla)"", ""Salt"", ""Raising agent (INS 500(ii))"", ""Choline"", ""Taurine"", ""Phenylalanine"", ""Leucine"", ""Arginine"", ""Threonine"", ""Methionine"", ""Valine"", ""Histidine"", ""Lysine."", ""Protein"", ""Vitamin D"", ""Vitamin K"", ""Taurine"", ""Inositol"", ""Calcium"", ""Phosphorous"", ""Chromium"", ""FOS"", ""Manganese"", ""Folic acid (Vitamin B9)"", ""Choline"", ""Iron"", ""Zinc"", ""Magnesium"", ""Iodine"", ""Vitamin C"", ""Vitamin B12"", ""Vitamin B6"", ""Potassium"", ""Chloride"", ""Vitamin A"", ""Vitamin E"", ""Copper"", ""Selenium"", ""Molybdenum"", ""Histidine"", ""Arginine"", ""DL Methionine"", ""Leucine"", ""L-Lysine"", ""DHA 10%"", ""Valine"", ""Biotin (Vitamin B7)"", ""Thiamine (Vitamin B1)"", ""Riboflavin (Vitamin B2)"", ""Niacin (Vitamin B3)"", ""Pantothenic acid (Vitamin B5)""]","[""gluten"", ""milk""]",[],,https://images.openfoodfacts.org/images/products/200/000/014/7560/front_en.3.400.jpg
Swing Jeera,paper-boat,beverages-and-beverages-preparations,8906080602634,,"[""600 ml""]","[""CARBONATED WATER"", ""SUGAR"", ""IODISED SALT"", ""ACIDITY REGULATOR (330)"", ""FOOD COLOUR (150D) FLAVOURS (NATURE-IDENTICAL FLAVOURING SUBSTANCES)"", ""ANTIOXIDANT (300)"", ""PRESERVATIVE (211) AND CUMIN POWDER.""]","[""-""]",[],,
Delfi Twister Choco Wafer Roll With Chocolate Cream,delfi,snacks,8991001780522,,"[""320G""]","[""Sugar"", ""Refined Wheat Flour (Maida) (29%)"", ""Edible Vegetable Oil"", ""Cocoa Powder (7%)"", ""Skimmed Milk Powder"", ""Whey Powder"", ""Emulsifier (E322)"", ""Salt"", ""Flavour. CONTAINS ADDED NATURE IDENTICAL FLAVOURING SUBSTANCE (VANILLIN)""]","[""gluten"", ""milk""]",[],,
Amul Butterscotch Gold,amul,desserts,8901262174480,,"[""69g""]","[""Milk solids"", ""sugar"", ""cashew chikki (12%) (sugar cashew"", ""glucose"", ""ghee)"", ""emulsifier (471)"", ""stabilizers (407"", ""466"", ""415"", ""412)"", ""artificial substances (butterscotch)"", ""colour (102)""]","[""milk""]",[],,
Good Life MP Sharbati Atta,good-life,plant-based-foods-and-beverages,8902901029857,,"[""1kg""]","[""Wheat Flour (Atta)""]","[""gluten""]",[],,https://images.openfoodfacts.org/images/products/890/290/102/9857/front_en.9.400.jpg
Idly and Dosa Batter,asal,batters,8908001588331,,"[""1 kg""]","[""RO-purified Water"", ""Rice"", ""Urad Dal"", ""Fenugreek and lodized Salt""]","[""-""]",[],,
Total Curd,heritage,dairies,8904089975339,,"[""140 g""]","[""Pasturised Toned Milk & Active Lactic Cultures. Made from Toned Milk (Fat 3"", ""0% & SNF 8"", ""5%) Allergen Information: Contains Milk""]","[""milk""]",[],,
Curd,hatsun,dairies,8904057395602,,"[""85g""]","[""Pasteurized Toned Milk & Starter Culture Allergen Information: Contains Milk Made from Toned Milk""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/405/739/5602/front_en.3.400.jpg
Macadamia Dragees,entisi,plant-based-foods-and-beverages,8906116820759,,"[""100g""]","[""(Min cocoa 28%) cocoa mass"", ""cocoa butter"", ""sugar"", ""whole milk powder"", ""macadamia""]","[""milk"", ""nuts""]",[],,
Premium Pav Bun,mr-bakewell,plant-based-foods-and-beverages,8908014814151,,"[""160 g""]","[""Refined Wheat Flour (Maida)"", ""Water"", ""Sugar"", ""Yeast"", ""Refined Palm Oil"", ""lodized Salt"", ""Milk Powder"", ""Flour Improver"", ""Emulsifiers DATEM (INS472e)"", ""Calcium Propionate (INS282)"", ""Gluten.""]","[""gluten"", ""milk""]",[],,
Kitkat Butterscotch Flavour,Nestlé,snacks,4901059046345,,"[""27.5g""]","[""Sugar"", ""Milk solids"", ""Hydrogenated vegetable fats"", ""Fractioned vegetable fat"", ""Refined Wheat flour (Maida)"", ""Cocoa solids (2.4%)"", ""Emulsifier (Soya lecithin)"", ""Nature identical (Butterscotch) flavouring substances"", ""Raising agent (500(ii))"", ""Yeast"", ""lodized salt"", ""Flour treatment agent (516)"", ""Artificial (Vanilla) flavouring substance and Colour (160a(i)). Contains Wheat"", ""Milk"", ""Seasame and Soy. May Contains Nut.""]","[""gluten"", ""milk"", ""nuts"", ""sesame seeds"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/490/105/904/6345/front_en.3.400.jpg
Sooji,naga,plant-based-foods-and-beverages,8906011830068,,"[""500 g""]","[""WHEAT \nAllergen declaration: Contains Wheat (Gluten)""]","[""gluten""]",[],,
Potato Chips,bikaji,plant-based-foods-and-beverages,8906005506962,,"[""100 g""]","[""Potatoes (58%)"", ""Edible Vegetable Oil (Palmolein Oil and/or Cottonseed Oil)"", ""Spices and Condiments (Tomato Powder (1%) Sugar"", ""Iodised Salt"", ""Red Chilli Powder"", ""Garlic Powder"", ""Onion Powder"", ""Paprika Extract (INS 160c)"", ""Maltodextrin"", ""Acidity Regulator (INS 330)"", ""Anticaking Agent (INS 551)) AUD IAP INI""]","[""-""]",[],,
potato chips,bikaji,plant-based-foods-and-beverages,8906005506979,,"[""100 g""]","[""Potatoes (65%)"", ""Edible Vegetable Oil (Palmolein Oil and/or Cottonseed Oil)"", ""lodised Salt (1.5%)""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/600/550/6979/front_en.7.400.jpg
cow milk,heritage,dairies,8904089919135,,"[""500 ml""]","[""Milk Solids (Cow Milk)"", ""Vitamin A Palmitate & Vitamin D (Ergocalciferol)""]","[""milk""]",[],,
